epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
56,4519.11,1.18013,0.58202,0.00598,0.93738,0.91671,0.95623,0.55226,1.35871,0.44487,0.00515,0.000399219,0.000399219,0.000399219
57,4594.98,1.15197,0.5728,0.00596,0.89706,0.91516,0.95066,0.57758,1.25125,0.43801,0.0047,0.00038375,0.00038375,0.00038375
58,4688.28,1.14159,0.55581,0.00578,0.91642,0.90102,0.94957,0.57455,1.2401,0.43355,0.00475,0.000368281,0.000368281,0.000368281
59,4764.27,1.15042,0.56206,0.00585,0.92745,0.90169,0.95327,0.57106,1.29119,0.43529,0.00485,0.000352812,0.000352812,0.000352812
60,4840.89,1.12245,0.54556,0.00584,0.94294,0.88742,0.94698,0.5723,1.26465,0.42976,0.00474,0.000337344,0.000337344,0.000337344
61,4916.95,1.13446,0.54959,0.00571,0.93341,0.90807,0.951,0.57985,1.26322,0.43168,0.00467,0.000321875,0.000321875,0.000321875
62,4998.6,1.13226,0.55536,0.00579,0.90061,0.91863,0.94702,0.58593,1.24778,0.43547,0.00465,0.000306406,0.000306406,0.000306406
63,5099.86,1.12281,0.53507,0.00559,0.93067,0.91903,0.9532,0.57238,1.26159,0.4296,0.00467,0.000290937,0.000290937,0.000290937
64,5193.04,1.12125,0.53958,0.00571,0.9311,0.90897,0.94654,0.55788,1.32673,0.43544,0.00489,0.000275469,0.000275469,0.000275469
65,5271.51,1.11222,0.52745,0.00562,0.93905,0.90398,0.95229,0.57919,1.25235,0.41817,0.00469,0.00026,0.00026,0.00026
66,5374.52,1.11214,0.53718,0.00567,0.92667,0.90541,0.95142,0.58692,1.21977,0.42163,0.00456,0.000244531,0.000244531,0.000244531
67,5457.97,1.10262,0.52569,0.0056,0.94238,0.91434,0.9516,0.5838,1.24901,0.40927,0.00465,0.000229063,0.000229063,0.000229063
68,5535.58,1.10958,0.53637,0.00565,0.94996,0.90359,0.95378,0.58112,1.26413,0.41881,0.00473,0.000213594,0.000213594,0.000213594
69,5617.84,1.09958,0.52834,0.00556,0.95094,0.90635,0.95378,0.59093,1.21423,0.40908,0.00456,0.000198125,0.000198125,0.000198125
70,5724.11,1.09633,0.52239,0.00569,0.93079,0.91775,0.95187,0.58048,1.24338,0.40889,0.00471,0.000182656,0.000182656,0.000182656
71,5802.49,1.01476,0.41174,0.00607,0.93158,0.90247,0.94953,0.58639,1.23001,0.41964,0.00467,0.000167188,0.000167188,0.000167188
72,5877.65,1.02052,0.40346,0.00627,0.92191,0.92875,0.95344,0.57599,1.29122,0.42109,0.00487,0.000151719,0.000151719,0.000151719
73,5953.88,1.00977,0.3985,0.00605,0.93128,0.92304,0.95309,0.58777,1.2211,0.39967,0.00459,0.00013625,0.00013625,0.00013625
74,6030.13,0.99859,0.39309,0.00596,0.92802,0.92348,0.95245,0.57974,1.26006,0.419,0.00471,0.000120781,0.000120781,0.000120781
75,6105.09,0.99626,0.39174,0.00596,0.92528,0.93521,0.95396,0.58337,1.24593,0.41239,0.00465,0.000105312,0.000105312,0.000105312
76,6181.89,0.99578,0.38318,0.00587,0.94346,0.91773,0.95091,0.59133,1.20429,0.40455,0.00452,8.98437e-05,8.98437e-05,8.98437e-05
77,6264.37,0.98974,0.38263,0.00597,0.93753,0.9292,0.95503,0.58992,1.23543,0.40616,0.00462,7.4375e-05,7.4375e-05,7.4375e-05
78,6339.6,0.9765,0.38172,0.00581,0.93203,0.92432,0.95584,0.59126,1.22522,0.40982,0.00457,5.89062e-05,5.89062e-05,5.89062e-05
79,6410.5,0.98575,0.39034,0.00584,0.92891,0.93717,0.95309,0.59281,1.22046,0.40244,0.00454,4.34375e-05,4.34375e-05,4.34375e-05
80,6493.75,0.97233,0.3815,0.00588,0.92162,0.93435,0.95408,0.59465,1.21897,0.40631,0.00454,2.79687e-05,2.79687e-05,2.79687e-05
